Type,Name,Baseline,Transitional/Late
Upstream,TTC39A-AS1,,1.323
Upstream,ADORA2A,,1.325
Upstream,HSF1,,1.327
Upstream,MMP14,,1.342
Upstream,INSIG1,,1.342
Upstream,MRTFB,,1.342
Upstream,LYN,,1.342
Upstream,E2F1,,1.37
Upstream,NR3C1,,1.371
Upstream,PPARGC1A,,1.373
Upstream,TGFB2,,1.387
Upstream,GSTO1,,1.387
Upstream,KMT2D,,1.387
Upstream,CITED2,,1.409
Upstream,GPR15LG,,1.414
Upstream,TCF7,,1.43
Upstream,STIM1,,1.432
Upstream,EGFR,,1.449
Upstream,IL37,,1.456
Upstream,HOTAIR,,1.468
Upstream,IL7R,,1.485
Upstream,mir-146 (includes others),,1.5
Upstream,SIGIRR,,1.502
Upstream,TAFAZZIN,,1.534
Upstream,Mir122a/b,,1.539
Upstream,LPL,,1.549
Upstream,APOA1,,1.55
Upstream,HMOX1,,1.578
Upstream,GATA3,,1.592
Upstream,PTGER4,,1.628
Upstream,UCP1,,1.633
Upstream,GATA2,,1.639
Upstream,RUNX1,,1.65
Upstream,RPTOR,,1.651
Upstream,IRF2BP2,,1.664
Upstream,NFKB2,,1.671
Upstream,Scd1,,1.671
Upstream,TGFBR2,,1.69
Upstream,mir-142 (includes others),,1.701
Upstream,AKT2,,1.702
Upstream,PKC,,1.71
Upstream,TP73,,1.714
Upstream,CBFB,,1.715
Upstream,NPC1,,1.732
Upstream,TOLLIP,,1.732
Upstream,TNFAIP3,,1.761
Upstream,STK11,,1.783
Upstream,DUSP1,,1.833
Upstream,CASP8,,1.838
Upstream,PRDM1,,1.84
Upstream,GATA1,,1.87
Upstream,TGFBR1,,1.89
Upstream,ZFP36,,1.9
Upstream,mir-29 (includes others),,1.929
Upstream,ZC3H12C,,1.932
Upstream,NCR2,,1.951
Upstream,MYC,,1.958
Upstream,RNF216,,1.961
Upstream,miR-145-5p (and other miRNAs w/seed UCCAGUU),,1.969
Upstream,FOXA1,,1.969
Upstream,IgA,,1.976
Upstream,SCGB1A1,,1.98
Upstream,ADAMTS12,,1.98
Upstream,mir-150 (includes others),,1.982
Upstream,CXCR2,,1.982
Upstream,LINC00624,,1.994
Upstream,SAFB,,2
Upstream,SKIC2,,2
Upstream,IL17RD,,2
Upstream,NGLY1,,2
Upstream,CTCF,,2
Upstream,NQO1,,2
Upstream,LIPA,,2
Upstream,HIBCH,,2
Upstream,IL1RN,,2.019
Upstream,miR-146a-5p (and other miRNAs w/seed GAGAACU),,2.035
Upstream,INPP5D,,2.074
Upstream,RC3H1,,2.121
Upstream,CUL5,,2.121
Upstream,ETV6,,2.137
Upstream,DDX5,,2.153
Upstream,ILF3,,2.156
Upstream,Irgm1,,2.164
Upstream,PELI2,,2.201
Upstream,TAB1,,2.219
Upstream,PTPN1,,2.219
Upstream,PCK1,,2.223
Upstream,ZNF750,,2.401
Upstream,alpha catenin,,2.402
Upstream,ETV5,,2.433
Upstream,USP8,,2.433
Upstream,F3,,2.476
Upstream,PLCG2,,2.511
Upstream,BANF1,,2.576
Upstream,SRF,,2.588
Upstream,IKZF1,,2.607
Upstream,UBAP1,,2.63
Upstream,IMMT,,2.63
Upstream,STAG2,,2.635
Upstream,IRGM,,2.637
Upstream,METTL3,,2.637
Upstream,USP18,,2.699
Upstream,SP110,,2.714
Upstream,ETV3,,2.828
Upstream,SOCS3,,2.944
Upstream,SOCS1,,3.267
Upstream,CD276,,3.372
Upstream,RNASEH2B,,3.426
Upstream,MAPK1,,3.466
Upstream,TREX1,,3.495
Functional,Influx of leukocytes,,-2.839
Functional,Lung injury,,-2.727
Functional,Anti-inflammatory response,,-2.611
Functional,Cell movement of dendritic cells,,-2.546
Functional,Damage of lung,,-2.543
Functional,Chemotaxis of granulocytes,,-2.529
Functional,Influx of myeloid cells,,-2.49
Functional,Innate immune response,,-2.484
Functional,Influx of phagocytes,,-2.467
Functional,Necrosis of epithelial tissue,,-2.385
Functional,Influx of neutrophils,,-2.343
Functional,Apoptosis of antigen presenting cells,,-2.32
Functional,Chemotaxis of neutrophils,,-2.285
Functional,Skin lesion,,-2.278
Functional,Cell death of epithelial cells,,-2.248
Functional,Activation of granulocytes,,-2.236
Functional,Anti-inflammatory response of cells,,-2.219
Functional,Inhibition of cells,,-2.207
Functional,Attraction of antigen presenting cells,,-2.18
Functional,Polarization of cells,,-2.126
Functional,Polarization of myeloid cells,,-2.121
Functional,Apoptosis of endothelial cells,,-2.108
Functional,Activation of myeloid cells,,-2.105
Functional,Antimicrobial response,,-2.091
Functional,Apoptosis of dendritic cells,,-2.085
Functional,Polarization of antigen presenting cells,,-2.071
Functional,Phagocytosis,,-2.063
Functional,Chemoattraction of phagocytes,,-2.048
Functional,Polarization of phagocytes,,-2.046
Functional,Recruitment of monocytes,,-2.036
Functional,Phagocytosis of neutrophils,,-2.015
Functional,Regulation of leukocytes,,-2
Functional,Relapsing-remitting multiple sclerosis,,-2
Functional,Abnormal morphology of leukocytes,,-1.998
Functional,Cell movement of neutrophils,1.04,-1.989
Functional,Polarization of blood cells,,-1.984
Functional,Attraction of phagocytes,,-1.979
Functional,Cell movement of granulocytes,,-1.974
Functional,Phagocytosis of phagocytes,,-1.972
Functional,Chemotaxis of phagocytes,,-1.968
Functional,Antiviral response,,-1.919
Functional,Immune response of cells,,-1.908
Functional,Response of neutrophils,,-1.903
Functional,Necrosis,-0.466,-1.875
Functional,Engulfment of cells,,-1.87
Functional,Response of myeloid leukocytes,,-1.851
Functional,Apoptosis of cancer cells,,-1.844
Functional,Immune response of phagocytes,,-1.836
Functional,Polarization of leukocytes,,-1.829
Functional,Recruitment of mononuclear leukocytes,,-1.825
Functional,Phagocytosis of cells,,-1.811
Functional,Phagocytosis of myeloid cells,,-1.809
Functional,Cell movement of antigen presenting cells,,-1.803
Functional,Infection by Bacilli,,-1.793
Functional,Inflammatory response,0.89,-1.777
Functional,Phagocytosis of leukocytes,,-1.767
Functional,Chemotaxis of leukocytes,,-1.767
Functional,Chemotaxis of antigen presenting cells,,-1.759
Functional,Fragmentation of DNA,,-1.758
Functional,Activation of macrophages,,-1.737
Functional,Response of phagocytes,,-1.736
Functional,Production of reactive oxygen species,,-1.726
Functional,Chemotaxis of myeloid cells,,-1.716
Functional,Cell death of B lymphocytes,,-1.715
Functional,Chemotaxis of lymphocytes,,-1.709
Functional,Chemoattraction of myeloid cells,,-1.701
Functional,Immune response of neutrophils,,-1.697
Functional,Phagocytosis of antigen presenting cells,,-1.695
Functional,Cell death of immune cells,0.734,-1.691
Functional,Apoptosis,-0.041,-1.69
Functional,Activation of antigen presenting cells,,-1.69
Functional,Production of superoxide,,-1.687
Functional,Activation of phagocytes,,-1.675
Functional,Cytostasis,,-1.671
Functional,Chemotaxis of dendritic cells,,-1.668
Functional,Damage of vascular system,,-1.662
Functional,Response of endothelial cells,,-1.65
Functional,Airway hyperresponsiveness,,-1.645
Functional,Attraction of leukocytes,,-1.643
Functional,Quantity of neutrophils,-0.392,-1.639
Functional,Endocytosis by eukaryotic cells,,-1.636
Functional,Skin tumor,,-1.636
Functional,Hypoplasia of lymph node,,-1.633
Functional,Abnormality of left ventricle,,-1.624
Functional,Left ventricular heart disease,,-1.624
Functional,Proinflammatory response,,-1.608
Functional,Cell death of skin,,-1.601
Functional,Activation of neutrophils,,-1.595
Functional,Cell death of myeloid cells,,-1.582
Functional,Homing of leukocytes,,-1.579
Functional,Chemotaxis,,-1.574
Functional,Response of myeloid cells,,-1.569
Functional,Chemotaxis of macrophages,,-1.565
Functional,Activation of mast cells,,-1.553
Functional,Chemotaxis of mononuclear leukocytes,,-1.53
Functional,Cell death of monocytes,,-1.521
Functional,Recruitment of macrophages,,-1.515
Functional,Killing of bacteria,,-1.511
Functional,Delayed hypersensitive reaction,,-1.508
Functional,Migration of antigen presenting cells,,-1.506
Functional,Chemotaxis of monocytes,,-1.495
Functional,Immune response of myeloid cells,,-1.491
Functional,Apoptosis of epithelial cells,,-1.476
Functional,Endocytosis,,-1.467
Functional,Apoptosis of leukocytes,,-1.459
Functional,Phagocytosis by macrophages,,-1.437
Functional,Abnormal morphology of mononuclear leukocytes,,-1.432
Functional,Abnormal morphology of lymphocytes,,-1.432
Functional,Synthesis of reactive oxygen species,,-1.426
Functional,Apoptosis of monocytes,,-1.415
Functional,Chemotaxis of T lymphocytes,,-1.413
Functional,Homing of cells,,-1.412
Functional,Migration of tumor cell lines,,-1.411
Functional,Migration of dendritic cells,,-1.408
Functional,Internalization of cells,,-1.397
Functional,Benign lesion,,-1.393
Functional,Regulation of blood cells,,-1.387
Functional,Migration of macrophages,,-1.386
Functional,Homing of lymphocytes,,-1.386
Functional,Skin cancer,,-1.381
Functional,Chemotaxis of lymphatic system cells,,-1.364
Functional,Chemoattraction of granulocytes,,-1.355
Functional,Recruitment of antigen presenting cells,,-1.352
Functional,Mediastinal lesion,,-1.348
Functional,Mobilization of cells,,-1.348
Functional,Apoptosis of tumor cells,,-1.343
Functional,Inflammatory response of endothelial cells,,-1.342
Functional,Bleeding,,-1.339
Functional,Chemotaxis of peripheral blood leukocytes,,-1.331
Functional,Cell death of liver cells,,-1.324
Functional,Mobilization of Ca2+,,-1.314
Functional,Binding of mononuclear leukocytes,,-1.31
Functional,Cytotoxicity,,-1.305
Functional,Cell death of lymphatic system cells,,-1.302
Functional,Cell death of dendritic cells,,-1.292
Functional,Cell movement of macrophages,,-1.292
Functional,Neovascularization,,-1.283
Functional,Apoptosis of lymphatic system cells,,-1.281
Functional,Mobilization of blood cells,,-1.275
Functional,Suppression of cells,,-1.265
Functional,Homing of mononuclear leukocytes,,-1.257
Functional,Cytotoxicity of tumor cell lines,,-1.23
Functional,Activation of innate lymphoid cells,,-1.213
Functional,Cytotoxicity of cells,,-1.213
Functional,Cell death of leukemia cell lines,,-1.213
Functional,Recruitment of myeloid cells,,-1.201
Functional,Cell movement of phagocytes,0.761,-1.198
Functional,Cell death of mononuclear leukocytes,,-1.197
Functional,Activation of dendritic cells,,-1.191
Functional,Quantity of protein in blood,,-1.188
Functional,Apoptosis of B lymphocytes,,-1.188
Functional,Apoptosis of hematopoietic progenitor cells,,-1.184
Functional,Acute respiratory disorder,,-1.183
Functional,Acute lung injury,,-1.183
Functional,Hypersensitive reaction,,-1.182
Functional,Degranulation,,-1.175
Functional,Attraction of mononuclear leukocytes,,-1.173
Functional,Damage of epithelial tissue,,-1.162
Functional,Migration of neutrophils,,-1.159
Functional,Loss of hair,,-1.154
Functional,Disorder of hair,,-1.154
Functional,Migration of phagocytes,,-1.153
Functional,Cell death of lymphocytes,,-1.147
Functional,Proliferation of memory T lymphocytes,,-1.146
Functional,Homing of lymphatic system cells,,-1.146
Functional,Apoptosis of HMEC cells,,-1.131
Functional,Quantity of cytokine,,-1.116
Functional,Cutaneous melanoma,,-1.109
Functional,Apoptosis of mononuclear leukocytes,,-1.098
Functional,Apoptosis of skin,,-1.076
Functional,Activation of bone marrow-derived dendritic cells,,-1.069
Functional,Cell movement of tumor cell lines,0.513,-1.068
Functional,T-cell non-Hodgkin lymphoma,,-1.067
Functional,Non-Hodgkin lymphoma,,-1.067
Functional,Cell movement of microglia,,-1.067
Functional,Apoptosis of lymphocytes,,-1.061
Functional,Activation of microglia,,-1.055
Functional,Toxicity of cells,,-1.048
Functional,Homing of T lymphocytes,,-1.048
Functional,Recruitment of lymphocytes,,-1.043
Functional,Growth of kidney,,-1.04
Functional,Attraction of lymphocytes,,-1.04
Functional,Cell death of malignant tumor,,-1.038
Functional,Inflammation of respiratory system component,,-1.029
Functional,Degranulation of cells,,-1.029
Functional,Chemoattraction of neutrophils,,-1.026
Functional,Response of microglia,,-1.026
Functional,Quantity of myeloid-derived suppressor cells,,-1.021
Functional,Apoptosis of leukemia cell lines,,-1.021
Functional,Respiratory burst,,-1.012
Functional,Chemotaxis of neuroglia,,-1
Functional,Suppression of blood cells,,-1
Functional,Relapsed multiple sclerosis,,-1
Functional,Recruitment of neutrophils,1.015,-0.858
Functional,Accumulation of cells,1.387,-0.449
Functional,Activation of blood cells,1.014,-0.365
Functional,Cell proliferation of tumor cell lines,1.563,-0.324
Functional,Accumulation of leukocytes,1.067,-0.207
Functional,Quantity of eosinophils,-1.131,-0.205
Functional,Cell viability,1.478,0.439
Functional,Ovarian tumor,,1
Functional,Breast or pancreatic cancer,,1
Functional,Development of stem cells,,1
Functional,Gonadal tumor,,1
Functional,Expansion of blood cells,,1.004
Functional,Endotoxemia,,1.008
Functional,Toxemia,,1.008
Functional,Leukopoiesis,,1.01
Functional,Abnormal morphology of body cavity,,1.019
Functional,Maturation of bone marrow-derived dendritic cells,,1.035
Functional,Fibrosis of liver,,1.037
Functional,Damage of neurons,,1.054
Functional,Binding of polysaccharide,,1.054
Functional,Organismal death,-2.244,1.056
Functional,Cell viability of mononuclear leukocytes,,1.057
Functional,Hepatic injury,,1.06
Functional,Quantity of IL-6 in blood,,1.066
Functional,Abdominal adenocarcinoma,,1.067
Functional,Pneumonia,,1.067
Functional,Damage of nervous system,,1.076
Functional,Inflammatory response of leukocytes,,1.076
Functional,Proliferation of activated T lymphocytes,,1.094
Functional,Cell tethering or rolling of leukocytes,,1.1
Functional,Cell-cell contact,,1.103
Functional,Quantity of immunoglobulin,,1.118
Functional,Quantity of osteoclasts,,1.119
Functional,Infection by Flaviviridae,,1.131
Functional,Quantity of bone cells,,1.14
Functional,Growth of tumor,,1.144
Functional,Biosynthesis of macromolecule,,1.146
Functional,Acute disease,,1.15
Functional,Proliferation of T lymphocytes in spleen,,1.154
Functional,Destruction of connective tissue,,1.156
Functional,Immune response of lymphocytes,,1.164
Functional,Inflammation of synovial joint,,1.172
Functional,Priming of lymphocytes,,1.178
Functional,Cell viability of antigen presenting cells,,1.178
Functional,Development of connective tissue cells,,1.193
Functional,Experimentally-induced arthritis,,1.207
Functional,Quantity of bone marrow cells,,1.219
Functional,Inflammation of liver,,1.22
Functional,Inflammation of central nervous system,,1.221
Functional,Development of phagocytes,,1.227
Functional,Cell rolling of leukocytes,,1.228
Functional,Fatty acid metabolism,,1.229
Functional,Ophthalmia,,1.236
Functional,Expansion of leukocytes,,1.255
Functional,Abdominal carcinoma,,1.261
Functional,Colorectal tumor,,1.27
Functional,Liver Damage,,1.274
Functional,Production of antibody,,1.276
Functional,Quantity of IgG,,1.281
Functional,Fusion of cells,,1.283
Functional,Malignant neoplasm of large intestine,,1.287
Functional,Colorectal cancer,,1.287
Functional,Differentiation of bone cells,,1.292
Functional,Abnormal morphology of spleen,,1.292
Functional,Intraabdominal organ tumor,,1.295
Functional,Hematopoiesis of mononuclear leukocytes,,1.31
Functional,Antibody response,,1.317
Functional,Neutrophilia,,1.331
Functional,Apoptosis of granulocytes,,1.332
Functional,Diabetes mellitus,,1.342
Functional,Size of lesion,,1.349
Functional,Proliferation of tumor cells,,1.364
Functional,Proliferation of bone marrow cells,,1.38
Functional,Quantity of mononuclear leukocytes,1.369,1.383
Functional,Hashimotos encephalitis,,1.392
Functional,Experimental autoimmune encephalomyelitis,,1.392
Functional,Myelitis,,1.392
Functional,Proliferation of myeloid cells,,1.397
Functional,Proliferation of B-lymphocyte derived cell lines,,1.408
Functional,Quantity of CD4+ T-lymphocytes,,1.41
Functional,Differentiation of B lymphocytes,,1.428
Functional,Monocytopoiesis,,1.431
Functional,Inflammation of muscle,,1.432
Functional,Enlargement of spleen,,1.44
Functional,Proliferation of macrophages,,1.47
Functional,Quantity of blood cells,,1.485
Functional,Malignant genitourinary solid tumor,,1.486
Functional,Development of body trunk,,1.494
Functional,Gastrointestinal tract cancer,,1.498
Functional,Aggregation of blood cells,,1.511
Functional,Generation of tumor,,1.513
Functional,Carcinoma,,1.52
Functional,Binding of protein binding site,,1.535
Functional,Proliferation of phagocytes,,1.542
Functional,Inflammation of body cavity,0.574,1.551
Functional,Visceromegaly,,1.555
Functional,Replication of RNA virus,0.098,1.578
Functional,Dextran sodium sulfate-induced colitis,,1.58
Functional,Sepsis,,1.585
Functional,Growth of bacteria,,1.586
Functional,Formation of thymocytes,,1.591
Functional,Development of B lymphocytes,,1.608
Functional,Quantity of lymphatic system cells,,1.612
Functional,Quantity of lymphocytes,,1.624
Functional,Apoptosis of neutrophils,,1.625
Functional,Glomerulonephritis,,1.648
Functional,Infection by RNA virus,,1.661
Functional,Inflammatory response of antigen presenting cells,,1.664
Functional,Extrapancreatic malignant tumor,,1.67
Functional,Infarction,,1.676
Functional,Quantity of leukocytes,-0.058,1.679
Functional,Parasitic Infection,,1.681
Functional,Quantity of cells,-1.112,1.685
Functional,Quantity of thymocytes,,1.691
Functional,Proliferation of lymphocytes,,1.696
Functional,Quantity of T lymphocytes,,1.705
Functional,Proliferation of B lymphocytes,,1.705
Functional,Expansion of antigen presenting cells,,1.708
Functional,Replication of virus,,1.71
Functional,Breast or colorectal cancer,,1.711
Functional,Differentiation of osteoclasts,,1.754
Functional,Systemic inflammatory response syndrome and/or sepsis,,1.764
Functional,Binding of DNA,,1.765
Functional,Binding of NFkB binding site,,1.781
Functional,Growth of melanoma,,1.781
Functional,Experimental colitis,,1.8
Functional,Growth of organism,,1.8
Functional,Synthesis of protein,,1.802
Functional,Digestive system cancer,,1.815
Functional,Growth of lymphoid organ,,1.849
Functional,Growth of malignant tumor,,1.849
Functional,Nephritis,,1.858
Functional,Transmigration of tumor cell lines,,1.86
Functional,Breast or gastric cancer,,1.886
Functional,Quantity of B lymphocytes,,1.889
Functional,Inflammation of organ,-0.95,1.901
Functional,Quantity of plasmacytoid dendritic cells,,1.907
Functional,Leukocytosis,,1.908
Functional,Proliferation of helper T lymphocytes,,1.916
Functional,Proliferation of lymphatic system cells,,1.917
Functional,Quantity of IgG1,,1.924
Functional,Breast or ovarian cancer,,1.941
Functional,Breast or gynecological cancer,,1.941
Functional,Multiple cancers,,1.941
Functional,Aggregation of cells,,1.953
Functional,Abdominal cancer,,1.961
Functional,Replication of viral replicon,,1.977
Functional,Cell viability of macrophages,,1.982
Functional,Growth of lymphoid tissue,,2.017
Functional,Proliferation of immune cells,,2.054
Functional,Proliferation of blood cells,,2.154
Functional,Proliferation of naive T lymphocytes,,2.158
Functional,Expansion of phagocytes,,2.176
Functional,Abnormality of large intestine,-0.832,2.186
Functional,Viral life cycle,,2.208
Functional,Proliferation of antigen presenting cells,,2.219
Functional,Enteritis,,2.279
Functional,Quantity of lymphoid tissue,,2.331
Functional,Weight loss,,2.332
Functional,Colitis,,2.349
Functional,Infection of mammalia,,2.355
Functional,Inflammation of gastrointestinal tract,,2.369
Functional,Inflammation of absolute anatomical region,-0.596,2.499
Functional,Formation of lymphoid organ,,2.809
Functional,Formation of lymphoid tissue,,3.558
Canonical,Interferon alpha/beta signaling,,-3.162
Canonical,Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza,,-2.714
Canonical,Interferon gamma signaling,,-2.646
Canonical,Class I MHC mediated antigen processing and presentation,,-2.646
Canonical,Interleukin-1 family signaling,,-2.646
Canonical,Pathogen Induced Cytokine Storm Signaling Pathway,,-2.357
Canonical,Role of Chondrocytes in Rheumatoid Arthritis Signaling Pathway,,-2.333
Canonical,Neutrophil degranulation,,-2.183
Canonical,Tuberculosis Latent Signaling Pathway,,-2
Canonical,Toll-like Receptor Signaling,,-2
Canonical,Deubiquitination,,-2
Canonical,MyD88:MAL(TIRAP) cascade initiated on plasma membrane,,-2
Canonical,Cachexia Signaling Pathway,,-1.941
Canonical,Immunogenic Cell Death Signaling Pathway,,-1.89
Canonical,"Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis",,-1.886
Canonical,Neutrophil Extracellular Trap Signaling Pathway,,-1.732
Canonical,Communication between Innate and Adaptive Immune Cells,,-1.667
Canonical,Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses,,-1.633
Canonical,Interleukin-10 signaling,,-1.633
Canonical,p38 MAPK Signaling,,-1.633
Canonical,Hepatic Cholestasis,,-1.508
Canonical,Dendritic Cell Maturation,,-1.508
Canonical,Osteoarthritis Pathway,,-1.342
Canonical,Necroptosis Signaling Pathway,,-1.342
Canonical,Antimicrobial peptides,,-1.342
Canonical,ISGylation Signaling Pathway,,-1.342
Canonical,Cerebral Malformation Signaling Pathway,,-1.342
Canonical,LPS/IL-1 Mediated Inhibition of RXR Function,,-1.342
Canonical,Interferon Signaling,,-1.342
Canonical,Cellular Effects of Sildenafil (Viagra),,-1.265
Canonical,IL-6 Signaling,,-1.265
Canonical,Irritable Bowel Syndrome Signaling Pathway,,-1.265
Canonical,Cardiac Hypertrophy Signaling (Enhanced),,-1.155
Canonical,Neuroinflammation Signaling Pathway,,-1.155
Canonical,Macrophage Alternative Activation Signaling Pathway,,-1.155
Canonical,MSP-RON Signaling in Macrophages Pathway,,-1.134
Canonical,CDX Gastrointestinal Cancer Signaling Pathway,,-1.134
Canonical,IL-33 Signaling Pathway,,-1.134
Canonical,Production of Nitric Oxide and Reactive Oxygen Species in Macrophages,,-1.134
Canonical,CTLA4 Signaling in Cytotoxic T Lymphocytes,,-1.134
Canonical,Role of PKR in Interferon Induction and Antiviral Response,,-1.134
Canonical,Pyroptosis Signaling Pathway,,-1
Canonical,Sheddase Signaling Pathway,,-1
Canonical,NAFLD Signaling Pathway,,-1
Canonical,Hepatic Fibrosis Signaling Pathway,,-1
Canonical,TREM1 Signaling,,-1
Canonical,Wound Healing Signaling Pathway,,-0.905
Canonical,C-type lectin receptors (CLRs),,-0.816
Canonical,Tumor Microenvironment Pathway,,-0.816
Canonical,Preeclampsia Signaling Pathway,,-0.816
Canonical,Adrenomedullin signaling pathway,,-0.816
Canonical,Role of Osteoblasts in Rheumatoid Arthritis Signaling Pathway,,-0.707
Canonical,Acute Phase Response Signaling,,-0.707
Canonical,Parkinson's Signaling Pathway,,-0.707
Canonical,S100 Family Signaling Pathway,,-0.688
Canonical,CGAS-STING Signaling Pathway,,-0.632
Canonical,Activin Inhibin Signaling Pathway,,-0.632
Canonical,Macrophage Classical Activation Signaling Pathway,,-0.577
Canonical,Class A/1 (Rhodopsin-like receptors),,-0.535
Canonical,Activation of IRF by Cytosolic Pattern Recognition Receptors,,-0.447
Canonical,Gap Junction Signaling,,-0.447
Canonical,IL-17A Signaling in Fibroblasts,,-0.447
Canonical,Adrenergic Receptor Signaling Pathway (Enhanced),,-0.447
Canonical,Sleep REM Signaling Pathway,,-0.447
Canonical,Role of MAPK Signaling in Inhibiting the Pathogenesis of Influenza,,-0.447
Canonical,RAR Activation,,-0.378
Canonical,NF-κB Signaling,,-0.378
Canonical,Th2 Pathway,,-0.333
Canonical,NOD1/2 Signaling Pathway,,-0.333
Canonical,Glycation Signaling Pathway,,-0.333
Canonical,Interleukin-4 and Interleukin-13 signaling,,-0.333
Canonical,Role of Osteoclasts in Rheumatoid Arthritis Signaling Pathway,,-0.302
Canonical,Hematoma Resolution Signaling Pathway,,-0.258
Canonical,Complement cascade,,0
Canonical,Systemic Lupus Erythematosus in B Cell Signaling Pathway,,0
Canonical,Complement System,,0
Canonical,IL-17 Signaling,,0
Canonical,IL-13 Signaling Pathway,,0
Canonical,ID1 Signaling Pathway,,0
Canonical,Sertoli Cell-Germ Cell Junction Signaling Pathway (Enhanced),,0
Canonical,White Adipose Tissue Browning Pathway,,0
Canonical,IL-27 Signaling Pathway,,0
Canonical,Colorectal Cancer Metastasis Signaling,,0
Canonical,Integrin cell surface interactions,,0
Canonical,Hepatitis B Chronic Liver Pathogenesis Signaling Pathway,,0
Canonical,Autism Signaling Pathway,,0
Canonical,Sertoli Cell-Sertoli Cell Junction Signaling,,0
Canonical,Multiple Sclerosis Signaling Pathway,,0
Canonical,RAF/MAP kinase cascade,,0
Canonical,G alpha (i) signalling events,,0
Canonical,Cyclophilin Signaling Pathway,,0
Canonical,Crosstalk between Dendritic Cells and Natural Killer Cells,,0
Canonical,IL-8 Signaling,,0
Canonical,Coronavirus Pathogenesis Pathway,,0
Canonical,PIP3 activates AKT signaling,,0
Canonical,Molecular Mechanisms of Cancer,,0.218
Canonical,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,,0.277
Canonical,Lung Ionic Balance Signaling Pathway,,0.302
Canonical,FXR/RXR Activation,,0.333
Canonical,Type I Diabetes Mellitus Signaling,,0.378
Canonical,Erythropoietin Signaling Pathway,,0.378
Canonical,Natural Killer Cell Signaling,,0.378
Canonical,Pulmonary Healing Signaling Pathway,,0.447
Canonical,"PD-1, PD-L1 cancer immunotherapy pathway",,0.447
Canonical,Role of JAK1 and JAK3 in γc Cytokine Signaling,,0.447
Canonical,Leukocyte Extravasation Signaling,,0.447
Canonical,Cholecystokinin/Gastrin-mediated Signaling,,0.447
Canonical,Phagosome Formation,,0.5
Canonical,Tuberculosis Active Signaling Pathway,,0.5
Canonical,FAK Signaling,,0.626
Canonical,Th1 Pathway,,0.707
Canonical,Zn Homeostasis Signaling Pathway,,0.775
Canonical,Breast Cancer Regulation by Stathmin1,,0.816
Canonical,CREB Signaling in Neurons,,0.816
Canonical,Epithelial Membrane Protein Signaling Pathway,,0.816
Canonical,BBSome Signaling Pathway,,0.816
Canonical,Serotonin Receptor Signaling,,1
Canonical,Pulmonary Fibrosis Idiopathic Signaling Pathway,,1
Canonical,Nuclear Cytoskeleton Signaling Pathway,,1
Canonical,Caveolar-mediated Endocytosis Signaling,,1
Canonical,Oxytocin in Brain Signaling Pathway,,1
Canonical,Extra-nuclear estrogen signaling,,1
Canonical,PPARα/RXRα Activation,,1
Canonical,Cell surface interactions at the vascular wall,,1
Canonical,IL-12 Signaling and Production in Macrophages,,1.069
Canonical,Atherosclerosis Signaling,,1.134
Canonical,IL-10 Signaling,,1.155
Canonical,Integrin Signaling,,1.342
Canonical,HER-2 Signaling in Breast Cancer,,1.342
Canonical,TEC Kinase Signaling,,1.342
Canonical,Role of Tissue Factor in Cancer,,1.342
Canonical,MSP-RON Signaling in Cancer Cells Pathway,,1.342
Canonical,IL-15 Production,,1.342
Canonical,G-Protein Coupled Receptor Signaling,,1.508
Canonical,Response to elevated platelet cytosolic Ca2+,,1.633
Canonical,PPAR Signaling,,1.89
Canonical,T Cell Receptor Signaling,,1.89
Canonical,STAT3 Pathway,,2
Canonical,IL-7 Signaling Pathway,,2.236
