Type,Name,Middle,Transitional,Recovered
Upstream,LRP1B,-1.414,,
Upstream,ADORA2A,-1.408,,
Upstream,TNFRSF9,-1.406,,
Upstream,PLA2G6,-1.4,,
Upstream,CD5L,-1.387,,
Upstream,TSC1,-1.387,,
Upstream,PIM3,-1.387,,
Upstream,RAC1,-1.363,,
Upstream,EGLN1,-1.342,,
Upstream,LAPTM5,-1.342,,
Upstream,PIAS1,-1.342,,
Upstream,MNT,-1.342,,
Upstream,RAD51,-1.342,,
Upstream,LGALS1,-1.33,,
Upstream,ATG5,-1.309,,
Upstream,EPRS1,-1.287,,
Upstream,CUX1,-1.286,,
Upstream,BCL2L11,-1.283,,
Upstream,NPR1,-1.276,,
Upstream,MAC,-1.258,,
Upstream,ADM,-1.241,,
Upstream,USP19,-1.235,,
Upstream,CRBN,-1.231,,
Upstream,FOXM1,-1.23,,
Upstream,AMPK,-1.225,,
Upstream,SCD,-1.207,,
Upstream,BCAP31,-1.207,,
Upstream,FNDC5,-1.199,,
Upstream,PRMT7,-1.196,,
Upstream,LMNA,-1.188,,
Upstream,TIRAP,-1.176,,
Upstream,RNASEH2A,-1.172,,
Upstream,VEGFC,-1.154,,
Upstream,BMP10,-1.134,,
Upstream,IL27RA,-1.134,,
Upstream,UCP2,-1.131,,
Upstream,UXT,-1.131,,
Upstream,CBL,-1.131,,
Upstream,EPCAM,-1.131,,
Upstream,WTAP,-1.129,,
Upstream,CYP2J2,-1.119,,
Upstream,SOX10,-1.103,,
Upstream,TCF7L2,-1.095,,
Upstream,MFN2,-1.091,,
Upstream,ZBTB20,-1.091,,
Upstream,CSNK2A1,-1.067,,
Upstream,PADI2,-1.067,,
Upstream,TRA,-1.067,,
Upstream,PSMD10,-1.067,,
Upstream,CDK1,-1.067,,
Upstream,KL,-1.039,,
Upstream,TRIM13,-1.02,,
Upstream,LRP5,-1.014,,
Upstream,BTG2,-1.01,,
Upstream,WFS1,-1,,
Upstream,CIAP,-1,,
Upstream,CXCL16,-1,,
Upstream,ARL3,-1,,
Upstream,ERBB4,-1,,
Upstream,AIRE,-1,,
Upstream,HLCS,-1,,
Upstream,CXADR,-1,,
Upstream,CD3E,-1,,
Upstream,BAG1,-1,,
Upstream,CDC42,-1,,
Upstream,ARL13B,-1,,
Upstream,TET3,-1,,
Upstream,TFEB,-1,,
Upstream,TAB2,-1,,
Upstream,TFRC,-1,,
Upstream,RAB7A,-1,,
Upstream,RUNX3,-1,,
Upstream,ADAMTSL2,1,,
Upstream,mir-221 (includes others),1,,
Upstream,HRG,1,,
Upstream,OSCAR,1,,
Upstream,CHD1,1,,
Upstream,ZNFX1,1,,
Upstream,HMG20A,1,,
Upstream,GNAI3,1,,
Upstream,LGALS8,1,,
Upstream,collagenase,1,,
Upstream,ADORA3,1,,
Upstream,SRGN,1,,
Upstream,CCN5,1,,
Upstream,APTX,1,,
Upstream,ARID2,1,,
Upstream,PCBP2,1,,
Upstream,S1PR4,1,,
Upstream,ABL1/2,1,,
Upstream,FBF1,1,,
Upstream,MAPT,1.002,,
Upstream,LGALS3,1.009,,
Upstream,HSPD1,1.013,,
Upstream,STOML2,1.029,,
Upstream,FSTL1,1.057,,
Upstream,TSLP,1.067,,
Upstream,DDOST,1.067,,
Upstream,CEACAM1,1.067,,
Upstream,SLPI,1.067,,
Upstream,DACH1,1.067,,
Upstream,Lymphotoxin,1.067,,
Upstream,OGG1,1.067,,
Upstream,TLN1,1.069,,
Upstream,DPP4,1.079,,
Upstream,BGN,1.091,,
Upstream,IGFBP3,1.091,,
Upstream,Usp17la (includes others),1.091,,
Upstream,MIR17HG,1.103,,
Upstream,DNM3OS,1.109,,
Upstream,CCL3,1.109,,
Upstream,miR-199a-5p (and other miRNAs w/seed CCAGUGU),1.121,,
Upstream,DNMT3B,1.129,,
Upstream,ZBTB7B,1.131,,
Upstream,Fibrinogen,1.139,,
Upstream,let-7a-5p (and other miRNAs w/seed GAGGUAG),1.142,,
Upstream,TIFA,1.153,,
Upstream,CNR2,1.154,,
Upstream,GIP,1.156,,
Upstream,PRDX1,1.172,,
Upstream,PHB2,1.172,,
Upstream,MOG,1.172,,
Upstream,RETN,1.172,,
Upstream,MERTK,1.18,,
Upstream,TLR8,1.181,,
Upstream,FABP4,1.181,,
Upstream,CXCL1,1.187,,
Upstream,XYLT1,1.192,,
Upstream,EIF3E,1.195,,
Upstream,Fcgr3,1.196,,
Upstream,CD3 (family),1.21,,
Upstream,TF,1.213,,
Upstream,Ferritin,1.214,,
Upstream,PRNP,1.219,,
Upstream,CTSK,1.225,,
Upstream,ZNF148,1.264,,
Upstream,miR-34a-5p (and other miRNAs w/seed GGCAGUG),1.265,,
Upstream,RIPK3,1.283,,
Upstream,ZBP1,1.283,,
Upstream,DGKA,1.287,,
Upstream,mir-10 (includes others),1.295,,
Upstream,CD36,1.297,,
Upstream,CX3CL1,1.3,,
Upstream,TNFSF14,1.311,,
Upstream,NOD2,1.321,,
Upstream,ACOX1,1.342,,
Upstream,SPDEF,1.342,,
Upstream,BTNL2,1.342,,
Upstream,BID,1.342,,
Upstream,TSPO,1.342,,
Upstream,MAP2K6,1.357,,
Upstream,SPARC,1.358,,
Upstream,PIK3CA,1.387,,
Upstream,JINK1/2,1.387,,
Upstream,VIM,1.387,,
Upstream,STAT1/3/5 dimer,1.387,,
Upstream,mir-96,1.387,,
Upstream,CYP2E1,1.387,,
Upstream,TNFRSF10B,1.414,,
Upstream,ANXA7,1.414,,
Upstream,IL17R,1.423,,
Upstream,SAA,1.424,,
Upstream,IL23A,1.432,,
Upstream,IL1R,1.442,,
Upstream,NFKBIZ,1.446,,
Upstream,TP53COR1,1.446,,
Upstream,PCSK9,1.446,,
Upstream,IL1RL2,1.454,,
Upstream,BLK,1.455,,
Upstream,C1QTNF6,1.467,,
Upstream,TSH,1.477,,
Upstream,EIF2AK3,1.483,,
Upstream,MAP2K1/2,1.501,,
Upstream,SMPD1,1.508,,
Upstream,mir-17 (includes others),1.52,,
Upstream,IL36A,1.521,,
Upstream,TRPV4,1.555,,
Upstream,RET,1.572,,
Upstream,IL17A dimer,1.573,,
Upstream,Il22/Il22b,1.609,,
Upstream,IL12A,1.628,,
Upstream,NOTCH3,1.632,,
Upstream,PRDM2,1.633,,
Upstream,NTRK2,1.633,,
Upstream,THRA,1.664,,
Upstream,RETNLB,1.664,,
Upstream,CFB,1.664,,
Upstream,HAVCR2,1.664,,
Upstream,MUC16,1.667,,
Upstream,Ccr5,1.727,,
Upstream,TNF receptor,1.732,,
Upstream,miR-199a-3p (and other miRNAs w/seed CAGUAGU),1.747,,
Upstream,CREBBP,1.798,,
Upstream,MAP2K3,1.808,,
Upstream,VGLL3,1.812,,
Upstream,ITGAV,1.863,,
Upstream,FcER1,1.874,,
Upstream,TRADD,1.89,,
Upstream,TRAF6,1.894,,
Upstream,EHF,1.911,,
Upstream,RBP4,1.925,,
Upstream,CARD8,1.941,,
Upstream,LIPG,1.951,,
Upstream,PADI4,1.954,,
Upstream,Cxcl1,1.96,,
Upstream,IL31,1.961,,
Upstream,LAMA5,1.964,,
Upstream,CXCR4,1.969,,
Upstream,STAT1/STAT2,1.98,,
Upstream,FMOD,1.98,,
Upstream,Saa1/Saa2,1.98,,
Upstream,CTSS,1.98,,
Upstream,TXNRD1,1.982,,
Upstream,Fcgr2b,1.982,,
Upstream,MAOA,1.982,,
Upstream,ZNF395,1.987,,
Upstream,PRMT5,1.992,,
Upstream,KLF7,1.994,,
Upstream,CMTM3,2,,
Upstream,ELOVL3,2,,
Upstream,KRT17,2,,
Upstream,IFT88,2,,
Upstream,FDPS,2,,
Upstream,IL17F dimer,2,,
Upstream,NLRC5,2.131,,
Upstream,LRPAP1,2.156,,
Upstream,IFNL3,2.176,,
Upstream,MDK,2.176,,
Upstream,STAT1 Dimer,2.212,,
Upstream,JAK1/2,2.219,,
Upstream,LOC124902114,2.219,,
Upstream,CD5,2.219,,
Upstream,CXCR3,2.219,,
Upstream,CDC73,2.235,,
Upstream,POU4F2,2.236,,
Upstream,CARD9,2.324,,
Upstream,Ifnl2/Ifnl3,2.412,,
Upstream,TNK1,2.433,,
Upstream,SLC29A1,2.449,,
Upstream,mir-183,2.511,,
Upstream,PLAU,2.599,,
Upstream,CH25H,2.985,,
Upstream,SALL4,3.317,,
Upstream,CCL20,3.44,,
Functional,Adhesion of immune cells,0.385,-2.282,-2.944
Functional,Replication of viral replicon,-2.917,-2.804,-2.819
Functional,Binding of myeloid cells,1.028,-1.667,-2.735
Functional,Activation of neuroglia,0.375,-2.042,-2.586
Functional,Tubulation of endothelial tissue,,,-2.561
Functional,Quantity of lymphatic system cells,-2.009,-1.565,-2.556
Functional,Binding of leukocytes,0.165,-2.062,-2.539
Functional,Quantity of lymphocytes,-2.161,-1.184,-2.448
Functional,Replication of virus,-2.914,-3.661,-2.436
Functional,Activation of microglia,0.525,-1.746,-2.412
Functional,Proliferation of tumor cells,-0.009,-2.795,-2.369
Functional,Quantity of mononuclear leukocytes,-1.72,-1.442,-2.366
Functional,Replication of RNA virus,-2.877,-3.447,-2.332
Functional,Adhesion of myeloid cells,0.636,-1.874,-2.275
Functional,Differentiation of phagocytes,1.585,0.525,-2.268
Functional,Binding of professional phagocytic cells,1.06,-1.712,-2.233
Functional,Replication of Picornaviridae,,-1.698,-2.213
Functional,Proliferation of cancer cells,-0.425,,-2.172
Functional,Binding of granulocytes,1.686,-1.732,-2.13
Functional,Differentiation of myeloid leukocytes,1.278,1.395,-2.129
Functional,Quantity of lymphoid tissue,-1.399,-2.509,-2.107
Functional,Adhesion of vascular endothelial cells,-0.549,-1.195,-2.09
Functional,Differentiation of memory T lymphocytes,,,-2
Functional,Adhesion of granulocytes,0.998,-1.659,-1.995
Functional,Quantity of T lymphocytes,-2.866,-1.393,-1.985
Functional,Adhesion of T lymphocytes,-0.283,,-1.981
Functional,Cytolysis of blood cells,,,-1.972
Functional,Cell viability of lymphatic system cells,-2.076,-1.906,-1.968
Functional,Transmigration of mononuclear leukocytes,,,-1.939
Functional,Angiogenesis of lesion,,,-1.912
Functional,Quantity of lymphoid organ,-1.427,,-1.911
Functional,Development of epithelial tissue,-0.714,,-1.893
Functional,Replication of Flaviviridae,,,-1.882
Functional,Development of endothelial tissue,,,-1.877
Functional,Cell death of malignant tumor,0.584,-0.93,-1.862
Functional,Binding of endothelial cells,-0.914,-2.38,-1.855
Functional,Proliferation of endothelial cells,,-2.512,-1.849
Functional,Replication of Influenza A virus,,,-1.846
Functional,Endothelial cell development,-1.165,,-1.799
Functional,Growth of malignant tumor,0.691,-2.24,-1.769
Functional,Cell viability of mononuclear leukocytes,-1.904,-1.702,-1.746
Functional,Transmigration of leukocytes,0.644,-1.949,-1.742
Functional,Cell viability of cancer cells,-0.976,-2.069,-1.739
Functional,Non-central nervous system malignant neoplasm,0.217,-1.382,-1.737
Functional,Cell proliferation of tumor cell lines,-0.902,-2.053,-1.725
Functional,Binding of neutrophils,2.146,-1.739,-1.72
Functional,Adhesion of mononuclear leukocytes,0.348,,-1.714
Functional,Proliferation of myeloma cell lines,,-1.172,-1.709
Functional,Activation of macrophages,0.439,-2.033,-1.708
Functional,Replication of Herpesviridae,-1.458,,-1.706
Functional,Quantity of connective tissue,0.383,,-1.704
Functional,Replication of Rhabdoviridae,-1.779,-1.942,-1.693
Functional,Transmigration of lymphocytes,,,-1.682
Functional,Replication of Hepatitis C virus,,,-1.674
Functional,Formation of lymphoid tissue,-1.8,,-1.664
Functional,Cellular infiltration by granulocytes,0.585,-1.266,-1.652
Functional,Quantity of thymocytes,-1.767,,-1.648
Functional,Liver Damage,-0.239,-2.539,-1.639
Functional,Cell focus formation,,,-1.633
Functional,Growth of epithelial tissue,-0.89,-3.299,-1.627
Functional,Transmigration of cells,0.398,-1.854,-1.614
Functional,Quantity of leukocytes,-1.586,-1.822,-1.593
Functional,Extracranial solid tumor,1.461,-0.379,-1.566
Functional,Synthesis of carbohydrate,,,-1.553
Functional,Growth of tumor,0.399,-1.716,-1.552
Functional,Cell viability of lymphocytes,-1.754,-1.53,-1.55
Functional,Damage of digestive system,0.453,-2.41,-1.524
Functional,Leukopoiesis,-0.889,,-1.515
Functional,Adhesion of phagocytes,0.686,-1.812,-1.512
Functional,Differentiation of antigen presenting cells,1.8,0.671,-1.507
Functional,Differentiation of progenitor cells,-1.602,-0.874,-1.495
Functional,Activation of myeloid cells,1.201,-1.139,-1.492
Functional,Non-malignant disorder,0.61,-0.352,-1.491
Functional,Migration of neutrophils,0.699,-1.88,-1.468
Functional,Transmigration of T lymphocytes,,,-1.439
Functional,Movement disorders,2.936,-0.342,-1.432
Functional,Migration of granulocytes,0.283,-2.159,-1.42
Functional,Diabetes mellitus,-0.11,-1.992,-1.414
Functional,Cell movement of endothelial cells,-1.159,-2.152,-1.413
Functional,Hepato-pancreato-biliary cancer,-0.228,-2.249,-1.406
Functional,Infiltration by neutrophils,0.022,-1.09,-1.403
Functional,Cell viability of hematopoietic progenitor cells,,,-1.4
Functional,Replication of vesicular stomatitis virus,-1.525,-1.538,-1.398
Functional,Non-small cell lung carcinoma,,,-1.387
Functional,Quantity of B lymphocytes,-1.359,-0.389,-1.366
Functional,Mobilization of blood cells,,-0.875,-1.364
Functional,Malignant hepatobiliary neoplasm,-0.077,-2.214,-1.342
Functional,Hepatobiliary system cancer,-0.077,-2.214,-1.342
Functional,Transendothelial migration of mononuclear leukocytes,,,-1.342
Functional,Binding of protein binding site,-0.255,,-1.337
Functional,Adhesion of neutrophils,1.407,,-1.332
Functional,Binding of tumor cell lines,-0.512,-1.094,-1.32
Functional,Quantity of blood cells,-1.409,-1.736,-1.311
Functional,Inhibition of lymphocytes,,,-1.304
Functional,Interaction of mononuclear leukocytes,0.426,-1.091,-1.301
Functional,Obesity,0.613,,-1.3
Functional,Homeostasis of leukocytes,-1.041,-0.118,-1.296
Functional,Differentiation of mononuclear leukocytes,-0.952,-0.223,-1.288
Functional,Cell survival,-2.795,-2.056,-1.285
Functional,Cell movement of granulocytes,1.28,-1.775,-1.282
Functional,Cell death of tumor cells,0.383,-0.673,-1.275
Functional,Cell death of tumor,0.09,-0.672,-1.275
Functional,Migration of myeloid cells,0.462,-1.651,-1.274
Functional,Movement of vascular endothelial cells,,,-1.27
Functional,Quantity of cells,-1.075,-1.534,-1.266
Functional,Angiogenesis,-0.24,-2.677,-1.256
Functional,Inflammation of central nervous system,-0.307,-0.982,-1.255
Functional,Carcinoma,-0.452,-2.035,-1.249
Functional,Differentiation of connective tissue cells,0.14,-0.716,-1.243
Functional,Interaction of T lymphocytes,-0.026,,-1.242
Functional,Binding of T lymphocytes,-0.012,,-1.242
Functional,Cell movement of neutrophils,1.186,-1.694,-1.219
Functional,Colony formation of cells,0.533,-2.151,-1.218
Functional,Quantity of CD4+ T-lymphocytes,-1.738,-0.402,-1.213
Functional,Fever,-1.843,-1.528,-1.208
Functional,Growth of solid tumor,1.147,-1.5,-1.206
Functional,Cell movement of Th1 cells,,,-1.205
Functional,Granulopoiesis,,,-1.202
Functional,Acute disease,2.076,-0.982,-1.194
Functional,Presence of leukocytes,,,-1.192
Functional,Development of hematopoietic progenitor cells,-1.238,-2.219,-1.191
Functional,Binding of antigen presenting cells,,0.314,-1.177
Functional,Cell viability of blood cells,-1.924,,-1.174
Functional,Generation of helper T lymphocytes,-1.297,-0.342,-1.172
Functional,Adhesion of lymphocytes,0.014,,-1.172
Functional,Extrapancreatic malignant tumor,-0.06,-1.531,-1.161
Functional,Growth of hematological system tumor,,,-1.159
Functional,Viral Infection,-3.779,-3.432,-1.158
Functional,Response of neutrophils,0.896,-1.45,-1.158
Functional,Activation of antigen presenting cells,0.65,-0.936,-1.155
Functional,Cytolysis,0.261,-0.008,-1.154
Functional,Accumulation of lymphocytes,0.49,,-1.143
Functional,Cell viability,-2.574,-1.955,-1.141
Functional,Binding of lymphatic system cells,-0.082,-0.859,-1.136
Functional,Differentiation of bone marrow cells,-0.071,-1.432,-1.132
Functional,Binding of leukemia cell lines,-0.701,,-1.132
Functional,Invasion of cells,-0.159,,-1.132
Functional,Chemotaxis of endothelial cells,,-1.927,-1.127
Functional,Vasculogenesis,-0.857,-3.156,-1.126
Functional,Binding of mononuclear leukocytes,0.438,-0.859,-1.119
Functional,Infection of fibroblasts,,-1.114,-1.114
Functional,Chemotaxis of vascular endothelial cells,,,-1.114
Functional,Disorder of hair,0.287,-0.254,-1.103
Functional,Cell viability of T lymphocytes,-0.882,,-1.103
Functional,Accumulation of mononuclear leukocytes,0.474,-0.908,-1.096
Functional,Leukemia,0.158,-1.067,-1.094
Functional,Myelodysplastic syndrome or leukemia,0.158,-1.067,-1.094
Functional,Activation of phagocytes,1.07,-0.779,-1.093
Functional,Proliferation of lymphocytes,-1.314,-1.278,-1.089
Functional,Cell viability of leukocytes,-1.522,-1.62,-1.088
Functional,Transendothelial migration of lymphocytes,,,-1.082
Functional,NK cell proliferation,-1.615,,-1.081
Functional,Quantity of IgG,-1.274,-2.418,-1.075
Functional,Activation of tumor cells,,,-1.067
Functional,Development of hematopoietic system,-0.703,-1.852,-1.054
Functional,Encephalitis,-0.44,-0.797,-1.047
Functional,Inhibition of T lymphocytes,,-0.243,-1.047
Functional,Quantity of hematopoietic progenitor cells,-0.856,-1.376,-1.046
Functional,Activation of blood cells,1.639,-0.139,-1.045
Functional,Frequency of T lymphocytes,,-1.46,-1.042
Functional,Proliferation of leukemia cell lines,-0.648,,-1.039
Functional,Engulfment of phagocytes,,-0.999,-1.037
Functional,Proliferation of lymphatic system cells,-1.484,-1.353,-1.034
Functional,Differentiation of T lymphocytes,0.026,-0.162,-1.029
Functional,Engulfment of myeloid cells,,-1.172,-1.026
Functional,Lymphocyte homeostasis,-1.23,0.209,-1.023
Functional,Hepatic injury,0.226,-1.206,-1.007
Functional,Function of phagocytes,0.588,-1.067,-1
Functional,Gastrointestinal carcinoma,-0.426,,-1
Functional,Extravasation of granulocytes,,,-1
Functional,Replication of Murine herpesvirus 4,,,-1
Functional,Development of helper T lymphocytes,-1.198,,-0.988
Functional,Lymphopoiesis,-1.631,-0.672,-0.981
Functional,Liquid tumor,0.599,-1.067,-0.951
Functional,Production of leukocytes,-1.519,-0.816,-0.943
Functional,Proliferation of hematopoietic cells,-1.996,-1.095,-0.942
Functional,Proliferation of hematopoietic progenitor cells,-1.964,,-0.942
Functional,Differentiation of hematopoietic progenitor cells,-1.767,-0.866,-0.941
Functional,Chemotaxis of neutrophils,1.879,-1.998,-0.939
Functional,Myeloid or lymphoid neoplasm,0.813,-1.146,-0.936
Functional,Neoplasia of blood cells,0.828,-1.146,-0.936
Functional,Internalization of cells,1.909,-0.824,-0.93
Functional,Digestive system cancer,0.191,-1.548,-0.918
Functional,Hematologic cancer,0.229,-1.353,-0.914
Functional,Accumulation of leukocytes,1.399,-1.297,-0.91
Functional,Quantity of IgG1,-1.862,-1.154,-0.896
Functional,Hematopoiesis of phagocytes,1.356,1.056,-0.895
Functional,Concentration of cyclic AMP,,-1.47,-0.885
Functional,Immune response of neutrophils,0.739,-1.23,-0.875
Functional,Activation of leukocytes,1.622,0.06,-0.869
Functional,T cell development,-1.011,-0.138,-0.862
Functional,Accumulation of phagocytes,2.369,-0.811,-0.859
Functional,Activation of cells,1.743,-0.513,-0.846
Functional,Proliferation of progenitor cells,-2.118,-0.819,-0.822
Functional,Accumulation of cells,1.58,-1.392,-0.821
Functional,Phagocytosis of myeloid cells,1.524,-0.721,-0.819
Functional,Response of myeloid leukocytes,1.141,-1.386,-0.818
Functional,Ion homeostasis of cells,1.295,0.088,-0.817
Functional,Hepatobiliary neoplasm,0.807,-1.737,-0.816
Functional,Phagocytosis of phagocytes,1.707,-0.567,-0.81
Functional,Progression of tumor,-1.187,-0.832,-0.808
Functional,Malignant lymphocytic neoplasm,0.252,-1.208,-0.807
Functional,Lymphocytic cancer,0.252,-1.208,-0.807
Functional,Hematologic cancer of cells,0.13,-1.184,-0.807
Functional,Expansion of cells,-0.941,-1.928,-0.806
Functional,Skin tumor,0.721,2.408,-0.786
Functional,Cellular infiltration by myeloid cells,0.808,-1.609,-0.77
Functional,Apoptosis of leukemia cell lines,1.92,1.798,-0.766
Functional,Lung cancer,1.395,-0.692,-0.761
Functional,Flux of Ca2+,1.466,0.327,-0.743
Functional,Permeability of vascular system,,-1.661,-0.719
Functional,Recruitment of macrophages,1.375,0.103,-0.691
Functional,Quantity of immunoglobulin,-1.181,-2.228,-0.682
Functional,Engulfment of antigen presenting cells,1.301,-0.589,-0.68
Functional,Cell proliferation of T lymphocytes,-0.922,-1.305,-0.676
Functional,Formation of solid tumor,1.641,-0.724,-0.644
Functional,Accumulation of neutrophils,2.076,-1.607,-0.64
Functional,Infection of leukocytes,-1.105,-0.526,-0.625
Functional,Lymphoma,0.172,-1.066,-0.618
Functional,Proliferation of immune cells,-1.38,-1.108,-0.611
Functional,Adhesion of tumor cell lines,-1.036,-1.154,-0.602
Functional,Neovascularization,1.313,-2.489,-0.6
Functional,Quantity of memory T lymphocytes,-2.501,0.128,-0.555
Functional,Myeloid neoplasm,1.463,,-0.555
Functional,Response of myeloid cells,1.659,-1.45,-0.553
Functional,Cellular infiltration by leukocytes,1.261,-1.585,-0.552
Functional,Development of digestive organ tumor,1.068,-0.98,-0.547
Functional,Production of antibody,-0.775,-2.045,-0.537
Functional,Hepatic steatosis,,-1.13,-0.536
Functional,Chemotaxis of granulocytes,1.783,-1.854,-0.523
Functional,Accumulation of myeloid cells,2.294,-0.764,-0.519
Functional,Generation of tumor,0.992,-1.494,-0.501
Functional,Proliferation of activated T lymphocytes,-2.324,,-0.494
Functional,Cell viability of myeloid cells,-0.626,-1.734,-0.479
Functional,Production of protein,-0.33,-1.722,-0.468
Functional,Cellular infiltration by macrophages,0.675,-1.097,-0.468
Functional,Melanoma,-1.407,0.177,-0.464
Functional,Cellular infiltration by phagocytes,0.744,-1.273,-0.459
Functional,Incidence of tumor,0.517,-1.802,-0.446
Functional,Quantity of IgM,-1.292,,-0.436
Functional,Lymphoreticular neoplasm,0.169,-1.352,-0.429
Functional,Function of T lymphocytes,-1.11,1.091,-0.403
Functional,Phagocytosis by macrophages,1.438,,-0.402
Functional,Proliferation of T lymphocytes in spleen,-2.244,-0.624,-0.394
Functional,Non rhabdoid tumor,-0.037,-1.143,-0.392
Functional,Neoplasia of cells,-0.181,-1.223,-0.39
Functional,Phagocytosis of cells,1.688,-0.547,-0.379
Functional,Cell movement of T lymphocytes,1.395,-0.293,-0.376
Functional,Quantity of regulatory T lymphocytes,0.155,-1.757,-0.351
Functional,Development of malignant tumor,0.074,-2.224,-0.344
Functional,Dysmyelination,1.016,0.777,-0.333
Functional,Demyelination,1.016,0.777,-0.333
Functional,Chemoattraction of granulocytes,,-1.04,-0.306
Functional,Recruitment of phagocytes,1.396,-0.542,-0.302
Functional,Cell movement of eosinophils,,-1.29,-0.297
Functional,Quantity of phagocytes,0.769,-1.333,-0.288
Functional,Response of phagocytes,1.883,-1.006,-0.266
Functional,Function of lymphocytes,-1.157,1.279,-0.247
Functional,Leukocytosis,0.629,-1.92,-0.245
Functional,Dermatitis,1.956,-1.177,-0.24
Functional,Recruitment of myeloid cells,1.967,-0.711,-0.236
Functional,Hypersensitive reaction,1.566,-0.145,-0.232
Functional,Proliferation of muscle cells,0.134,-1.645,-0.225
Functional,Edema,1.509,-0.342,-0.222
Functional,Immune response of leukocytes,1.157,-1.573,-0.22
Functional,Abdominal carcinoma,0.033,-1.968,-0.218
Functional,Vascularization of eye,,-1.706,-0.218
Functional,Neovascularization of eye,,-1.706,-0.218
Functional,Degranulation of granulocytes,,-1.513,-0.218
Functional,Maturation of lymphatic system cells,-1.813,,-0.218
Functional,Recruitment of cells,2.354,-0.833,-0.201
Functional,Expansion of B lymphocytes,,-1.353,-0.2
Functional,Response of mononuclear leukocytes,0.404,-1.14,-0.197
Functional,Homing of T lymphocytes,1.822,-0.068,-0.186
Functional,Immune response of myeloid cells,1.292,-1.44,-0.18
Functional,Phagocytosis,2.02,-0.552,-0.179
Functional,Activation of granulocytes,1.38,,-0.172
Functional,Endocytosis by eukaryotic cells,1.144,-0.342,-0.162
Functional,Cytotoxicity of lymphocytes,1.197,2.152,-0.146
Functional,Expansion of lymphocytes,-0.816,-1.635,-0.13
Functional,Growth of connective tissue,-1.132,-0.755,-0.125
Functional,Vascularization,0.849,-3.008,-0.116
Functional,Inflammatory response,2.382,-1.147,-0.1
Functional,Cellular infiltration,1.544,-1.287,-0.099
Functional,Activation of neutrophils,1.199,-0.866,-0.086
Functional,Development of carcinoma,0.045,-1.8,-0.07
Functional,Quantity of TREG cells,,-1.941,-0.059
Functional,Expansion of leukocytes,-0.933,-1.67,-0.058
Functional,Recruitment of leukocytes,2.428,-0.665,-0.056
Functional,Release of lipid,,-1.245,-0.052
Functional,Cell movement of myeloid cells,0.916,-1.394,-0.034
Functional,Quantity of neutrophils,0.789,-1.163,-0.03
Functional,Allergy,1.747,0.118,-0.028
Functional,Liver lesion,2.002,0.157,-0.028
Functional,Activation of mononuclear leukocytes,1.607,0.852,-0.013
Functional,Cell movement of tumor cell lines,-0.436,-1.68,-0.005
Functional,Peripheral vascular disease,,-1.498,0
Functional,Cerebrovascular dysfunction,,-1.477,0
Functional,Apoptosis of tumor cell lines,2.63,2.033,0.022
Functional,Synthesis of lipid,1.627,-0.919,0.065
Functional,Endocytosis,1.708,-0.461,0.077
Functional,Chemotaxis of phagocytes,1.939,-0.689,0.082
Functional,Recruitment of granulocytes,2.055,-1.008,0.09
Functional,Cytotoxicity,1.546,1.77,0.098
Functional,Immune response of phagocytes,1.677,-0.943,0.112
Functional,Infiltration by T lymphocytes,1.243,-0.267,0.128
Functional,Homing of mononuclear leukocytes,1.665,-0.449,0.132
Functional,Cell movement of leukocytes,1.081,-0.562,0.134
Functional,Recruitment of neutrophils,1.586,-0.971,0.148
Functional,Cell death of leukemia cell lines,1.261,2.171,0.16
Functional,Intraabdominal organ tumor,1.276,-1.057,0.167
Functional,Neutrophilia,0.648,-1.782,0.168
Functional,Development of phagocytes,1.071,0.555,0.179
Functional,Cellular infiltration by mononuclear leukocytes,1.244,-0.74,0.181
Functional,Homing of cells,2.077,-0.361,0.182
Functional,Concentration of lipid,0.508,-1.779,0.186
Functional,Apoptosis of tumor cells,1.899,0.89,0.192
Functional,Homing of leukocytes,2.265,-0.531,0.193
Functional,Growth of lymphoid organ,-1.137,,0.194
Functional,Chemotaxis of myeloid cells,1.896,-1.131,0.199
Functional,Cell viability of phagocytes,1.252,-0.199,0.2
Functional,Release of fatty acid,0.699,-1.31,0.202
Functional,Accumulation of granulocytes,2.007,-1.501,0.216
Functional,Airway hyperresponsiveness,3.516,0.222,0.246
Functional,Activation of lymphocytes,1.415,1.141,0.264
Functional,Transcription,-0.754,1.536,0.265
Functional,Immune response of cells,2.022,-0.706,0.267
Functional,Differentiation of Th2 cells,-1.422,,0.27
Functional,Leukocyte migration,1.471,-0.451,0.285
Functional,Cell rolling of leukocytes,-0.484,-1.127,0.309
Functional,Proliferation of liver cells,-1.024,-1.178,0.314
Functional,Migration of tumor cell lines,-0.628,-1.287,0.331
Functional,Cell rolling of blood cells,-0.484,-1.127,0.339
Functional,Cell death of tumor cell lines,1.964,2.577,0.339
Functional,Immune response of macrophages,1.631,0.059,0.367
Functional,Development of B lymphocytes,-2.531,-0.186,0.378
Functional,Cell death of phagocytes,1.904,0.299,0.381
Functional,Neuromuscular disease,1.532,1.408,0.412
Functional,Hypertension,-1.824,-0.384,0.436
Functional,Quantity of TNF in blood,,-1.633,0.447
Functional,Cell death of neuroglia,,1.049,0.447
Functional,Cell-mediated response,0.312,1.531,0.451
Functional,Release of eicosanoid,0.699,-1.108,0.472
